PEMLR,PRTAGE,PESEX,STATE,PEEDUCA,PXRACE1,state
7,47,2,42,39,0,42
6,65,1,47,38,0,47
1,66,1,6,42,0,6
2,57,2,6,43,0,6
4,24,2,6,43,0,6
1,27,1,48,43,0,48
5,78,1,54,39,0,54
6,80,2,6,36,0,6
5,27,1,8,43,43,8
7,33,2,36,44,0,36
1,40,1,36,44,0,36
1,58,2,56,43,0,56
1,47,2,30,43,0,30
5,79,2,15,35,0,15
1,63,2,12,43,0,12
1,34,1,12,41,0,12
1,28,2,17,43,0,17
1,26,2,17,40,0,17
1,36,1,2,39,0,2
1,33,2,2,40,0,2
-1,1,1,2,-1,0,2
5,74,1,12,40,0,12
5,53,2,12,38,0,12
-1,10,2,12,-1,0,12
5,74,1,12,46,0,12
1,57,2,49,44,0,49
1,58,1,49,44,0,49
7,17,1,49,37,0,49
5,65,2,48,40,0,48
1,56,1,48,39,0,48
5,80,1,12,43,0,12
5,80,2,12,40,0,12
5,79,2,12,39,0,12
1,28,1,49,40,0,49
1,29,2,49,42,0,49
1,45,2,48,42,0,48
1,44,1,48,40,0,48
1,19,2,48,40,0,48
-1,6,1,48,-1,0,48
5,85,2,12,39,0,12
5,85,1,12,43,0,12
7,39,2,48,34,0,48
7,16,1,48,35,0,48
7,15,1,48,34,0,48
1,36,2,53,42,0,53
7,20,1,53,39,0,53
5,78,2,53,39,0,53
5,74,1,53,44,0,53
1,31,2,50,43,0,50
1,55,1,50,43,0,50
5,74,1,53,43,0,53
5,73,2,53,43,0,53
1,67,2,36,45,0,36
5,73,1,48,40,0,48
1,73,2,12,39,0,12
5,76,1,12,39,0,12
7,80,1,12,39,0,12
7,54,1,12,39,0,12
5,67,1,53,40,0,53
1,64,2,53,39,0,53
1,34,2,10,44,0,10
1,32,1,10,43,0,10
6,67,2,53,39,0,53
1,38,2,48,40,0,48
1,26,1,48,40,0,48
1,62,2,12,39,0,12
5,70,1,12,34,0,12
5,76,2,17,44,0,17
7,65,2,44,35,0,44
5,69,2,32,42,0,32
2,34,2,2,43,0,2
2,34,1,2,43,12,2
7,31,2,36,39,0,36
7,19,1,36,39,0,36
7,18,1,36,37,0,36
7,18,1,36,37,0,36
5,73,1,36,43,0,36
-1,29,1,15,42,0,15
7,56,2,15,40,0,15
-1,11,1,15,-1,0,15
-1,12,2,15,-1,0,15
-1,13,2,15,-1,0,15
-1,14,1,15,-1,0,15
1,34,2,48,41,0,48
1,46,1,48,44,0,48
1,49,2,17,40,0,17
1,47,1,17,39,0,17
2,23,2,17,39,0,17
4,20,2,17,39,0,17
5,79,2,49,41,0,49
1,52,1,32,39,0,32
1,55,2,32,39,0,32
7,24,1,32,40,0,32
5,73,1,17,43,0,17
1,24,2,38,43,0,38
1,24,1,38,40,0,38
1,29,2,36,44,0,36
1,33,1,36,44,0,36
6,72,2,12,36,21,12
1,31,1,37,39,0,37
1,30,2,37,43,0,37
1,65,2,44,43,0,44
5,72,1,44,41,0,44
5,80,2,12,40,0,12
4,69,2,39,39,0,39
6,41,1,39,39,0,39
1,54,1,9,44,0,9
-1,4,2,9,-1,0,9
7,15,2,9,35,0,9
1,50,2,9,44,0,9
6,54,2,15,39,0,15
1,47,1,49,39,0,49
2,42,2,49,43,0,49
1,17,1,49,34,0,49
7,17,2,49,33,0,49
1,27,2,49,40,0,49
7,20,2,49,40,0,49
7,20,2,49,40,0,49
1,40,1,32,43,0,32
7,40,2,32,43,0,32
-1,5,1,32,-1,0,32
-1,7,2,32,-1,0,32
1,30,2,44,43,0,44
7,27,2,44,43,0,44
1,44,2,54,39,0,54
1,41,1,54,39,0,54
1,49,2,12,43,0,12
1,48,1,12,44,0,12
7,21,2,12,40,0,12
7,17,1,12,37,0,12
5,65,1,12,43,0,12
1,59,2,12,43,0,12
1,31,1,12,38,0,12
5,65,1,15,39,0,15
5,68,2,15,39,0,15
5,85,2,15,39,0,15
1,51,1,44,36,21,44
1,53,2,44,35,21,44
1,30,1,44,35,21,44
1,40,2,34,43,0,34
1,40,1,34,43,0,34
-1,4,1,34,-1,0,34
-1,1,1,34,-1,0,34
1,57,1,4,39,0,4
5,57,2,4,39,0,4
5,80,1,10,44,0,10
5,80,2,10,44,0,10
1,51,1,15,43,0,15
1,50,2,15,43,0,15
1,18,1,15,39,0,15
7,15,2,15,35,0,15
1,66,2,15,43,0,15
7,34,1,15,39,0,15
1,42,2,32,44,0,32
1,43,1,32,43,0,32
-1,6,2,32,-1,0,32
-1,7,2,32,-1,0,32
-1,8,1,32,-1,0,32
5,80,2,29,40,0,29
1,64,2,29,42,0,29
1,34,1,29,44,0,29
1,30,2,29,43,0,29
5,57,2,39,39,0,39
5,79,1,39,39,0,39
4,59,1,39,39,0,39
1,56,2,6,32,0,6
1,61,1,6,39,0,6
1,32,2,6,39,0,6
1,31,2,6,39,0,6
1,21,2,6,42,0,6
1,27,1,6,43,0,6
5,79,1,15,43,0,15
5,78,2,45,39,0,45
1,45,1,45,39,0,45
7,44,2,45,43,0,45
-1,7,1,45,-1,0,45
-1,10,2,45,-1,0,45
2,22,1,45,40,0,45
7,19,2,45,40,0,45
2,47,1,48,41,0,48
1,29,1,48,39,0,48
7,33,1,48,38,0,48
-1,7,2,48,-1,0,48
1,23,2,5,39,0,5
1,71,2,25,43,0,25
1,79,1,25,39,0,25
5,80,2,9,40,0,9
5,73,2,9,44,0,9
5,73,1,9,40,0,9
1,28,1,39,39,41,39
1,19,1,39,39,41,39
1,19,2,39,39,41,39
5,69,2,39,37,0,39
5,72,1,39,39,0,39
5,70,1,39,42,0,39
5,65,2,39,44,0,39
5,85,2,9,37,0,9
1,32,1,6,42,0,6
7,41,2,6,39,0,6
-1,2,1,6,-1,0,6
1,45,2,36,42,0,36
1,48,1,36,43,0,36
-1,13,1,36,-1,0,36
-1,8,2,36,-1,0,36
1,38,1,6,43,0,6
1,38,2,6,43,0,6
-1,1,2,6,-1,0,6
1,33,2,6,43,0,6
1,38,1,6,43,0,6
-1,1,1,6,-1,0,6
1,60,1,36,42,0,36
1,85,2,36,44,0,36
7,51,2,6,44,0,6
1,38,1,6,46,11,6
-1,9,1,6,-1,11,6
-1,5,1,6,-1,11,6
3,77,2,32,40,0,32
3,77,1,32,39,0,32
1,63,2,6,40,23,6
5,85,1,56,40,0,56
5,68,1,26,37,0,26
1,50,1,46,46,0,46
1,50,2,46,43,0,46
-1,12,2,46,-1,0,46
-1,8,2,46,-1,0,46
6,61,2,39,43,0,39
1,47,2,6,43,0,6
1,44,1,6,42,0,6
1,18,2,6,39,0,6
-1,13,1,6,-1,0,6
1,43,1,6,43,0,6
1,41,2,6,43,0,6
-1,6,2,6,-1,0,6
-1,3,1,6,-1,0,6
7,50,2,6,43,0,6
1,50,1,6,46,0,6
-1,8,1,6,-1,0,6
-1,8,1,6,-1,0,6
-1,4,2,6,-1,0,6
1,52,1,12,39,0,12
5,80,1,12,39,0,12
1,34,2,17,39,0,17
1,36,1,17,43,0,17
5,71,1,27,41,0,27
6,55,2,27,43,0,27
1,51,2,48,43,0,48
6,54,1,6,35,21,6
7,51,2,19,43,0,19
1,51,1,19,43,0,19
7,18,1,19,37,0,19
-1,10,1,19,-1,0,19
1,61,1,8,44,0,8
1,56,2,8,43,0,8
1,28,2,8,43,0,8
5,79,2,8,43,0,8
5,77,1,48,42,0,48
1,34,2,48,35,0,48
1,45,1,48,33,0,48
1,18,1,48,37,0,48
7,16,1,48,35,0,48
-1,12,1,48,-1,0,48
-1,10,2,48,-1,0,48
-1,10,1,48,-1,0,48
1,33,1,12,33,0,12
1,58,1,32,43,0,32
1,60,2,32,44,0,32
7,25,1,32,40,0,32
1,23,2,32,40,0,32
5,78,2,48,44,0,48
5,85,2,48,40,0,48
5,63,1,48,34,0,48
1,65,2,48,32,0,48
1,56,1,48,40,0,48
7,22,1,48,39,0,48
1,42,2,49,43,0,49
1,68,1,49,43,0,49
1,31,2,19,40,0,19
1,32,1,19,39,0,19
1,47,2,39,43,0,39
1,45,1,39,39,0,39
7,23,1,39,39,0,39
5,68,2,6,43,0,6
5,68,1,6,43,0,6
1,49,2,6,44,0,6
1,54,1,6,39,0,6
5,85,2,6,39,0,6
1,34,1,6,38,21,6
1,34,2,6,41,21,6
-1,14,2,6,-1,21,6
-1,11,1,6,-1,21,6
5,80,1,6,43,0,6
5,80,2,6,39,0,6
5,80,1,6,41,0,6
5,78,2,6,39,0,6
1,63,2,25,45,0,25
1,62,1,25,40,0,25
1,23,2,25,43,0,25
5,69,2,30,43,0,30
5,66,1,12,41,0,12
5,65,2,12,41,0,12
1,65,1,29,41,0,29
1,64,2,29,41,0,29
7,58,1,8,43,0,8
6,58,1,39,39,0,39
5,64,2,39,40,0,39
6,71,1,39,39,0,39
5,75,2,6,39,0,6
5,80,1,6,39,0,6
1,53,1,34,44,0,34
1,52,2,34,43,0,34
1,44,2,12,41,23,12
5,64,1,16,43,0,16
6,60,1,30,39,0,30
1,34,2,36,35,0,36
4,15,2,36,36,0,36
5,80,1,8,43,0,8
5,77,2,8,42,0,8
5,69,1,39,39,0,39
1,45,2,40,42,0,40
7,17,1,40,36,0,40
5,66,2,1,40,0,1
5,85,2,1,43,0,1
1,65,2,1,39,0,1
1,46,2,31,40,0,31
-1,12,2,31,-1,0,31
-1,12,2,31,-1,0,31
6,53,2,12,40,0,12
1,56,1,12,39,0,12
7,74,2,6,42,0,6
1,21,2,6,40,0,6
5,73,1,26,42,0,26
5,79,2,26,40,0,26
1,41,1,39,41,0,39
5,75,2,12,43,0,12
5,75,1,12,43,0,12
5,74,2,12,43,0,12
7,46,2,12,35,0,12
-1,8,1,12,-1,0,12
6,37,2,12,39,0,12
1,30,1,12,39,0,12
6,21,1,12,39,0,12
6,16,1,12,35,0,12
-1,12,2,12,-1,0,12
-1,8,1,12,-1,0,12
-1,7,2,12,-1,0,12
5,77,2,11,42,0,11
5,73,1,11,39,0,11
1,39,1,15,40,0,15
7,39,2,15,39,0,15
1,20,1,15,39,0,15
1,17,1,15,36,0,15
5,80,2,15,39,0,15
1,20,2,15,39,0,15
-1,4,2,15,-1,0,15
-1,8,2,15,-1,0,15
1,56,2,35,41,0,35
7,16,2,35,35,0,35
5,80,2,35,39,0,35
5,73,2,23,40,0,23
5,71,2,53,43,0,53
5,79,1,53,43,0,53
1,73,2,53,44,0,53
1,75,1,53,41,0,53
5,74,2,4,44,0,4
5,76,1,4,44,0,4
7,35,1,4,41,0,4
7,23,2,4,43,0,4
5,80,1,54,39,0,54
5,68,2,54,39,0,54
6,80,2,54,32,0,54
1,39,1,15,43,0,15
1,30,2,15,43,0,15
5,77,1,15,43,0,15
5,77,2,15,43,0,15
1,67,2,35,39,0,35
5,72,1,6,43,0,6
5,69,2,6,43,0,6
1,33,1,6,43,0,6
1,32,1,6,43,0,6
5,68,1,6,39,0,6
5,66,2,6,39,0,6
5,72,1,16,39,0,16
1,62,2,36,39,41,36
1,28,2,36,43,41,36
1,31,1,36,39,41,36
-1,2,1,36,-1,41,36
7,45,2,36,39,0,36
1,52,1,36,39,0,36
4,21,1,36,39,0,36
-1,11,1,36,-1,0,36
1,38,1,36,43,0,36
1,49,1,56,40,0,56
1,49,2,56,43,0,56
5,76,1,37,38,0,37
1,40,2,54,43,0,54
2,31,1,54,40,0,54
1,19,1,54,35,0,54
4,52,2,54,39,0,54
5,77,2,29,37,41,29
4,41,2,49,39,0,49
1,43,1,49,39,0,49
-1,11,1,49,-1,0,49
-1,9,1,49,-1,0,49
1,42,2,2,43,0,2
4,44,2,2,42,0,2
5,80,2,2,40,0,2
1,31,1,2,39,0,2
7,25,2,2,40,0,2
-1,0,2,2,-1,0,2
-1,6,2,2,-1,0,2
1,29,2,39,43,0,39
1,79,1,48,46,0,48
5,76,2,48,44,0,48
1,38,1,48,40,0,48
1,35,2,48,43,0,48
-1,6,2,48,-1,0,48
-1,2,1,48,-1,0,48
5,65,2,39,44,0,39
1,58,1,46,39,0,46
1,59,2,46,39,0,46
1,42,2,34,43,0,34
1,43,1,34,39,0,34
1,18,1,34,37,0,34
-1,13,2,34,-1,0,34
-1,3,2,34,-1,0,34
-1,0,2,34,-1,0,34
5,68,1,44,40,0,44
1,58,1,47,43,0,47
1,60,2,47,41,0,47
1,34,1,47,43,0,47
1,58,1,46,39,0,46
1,58,1,26,39,0,26
1,64,2,26,39,0,26
5,78,1,2,43,0,2
5,72,2,2,43,0,2
1,49,1,45,39,0,45
5,85,1,12,37,0,12
1,66,1,12,37,0,12
1,36,2,2,41,0,2
1,58,2,17,39,0,17
5,71,1,12,44,0,12
5,74,1,40,42,0,40
5,70,2,40,42,0,40
1,30,2,18,40,0,18
-1,14,1,18,-1,0,18
-1,10,2,18,-1,0,18
1,58,2,50,39,0,50
1,68,1,50,39,0,50
1,52,1,48,40,0,48
1,51,2,48,40,0,48
7,18,2,48,40,0,48
5,72,1,21,39,0,21
6,85,2,21,39,0,21
5,71,1,48,35,0,48
5,69,2,48,33,0,48
1,45,1,45,43,0,45
1,45,2,45,43,0,45
7,16,1,45,36,0,45
1,25,1,16,40,0,16
1,26,2,16,42,0,16
-1,3,2,16,-1,0,16
1,26,1,5,39,0,5
1,22,2,5,39,0,5
-1,3,2,5,-1,0,5
-1,1,2,5,-1,0,5
-1,0,2,5,-1,0,5
1,34,1,35,46,0,35
1,32,2,35,44,0,35
5,63,2,35,42,0,35
1,56,1,36,43,0,36
7,55,2,36,42,0,36
7,17,1,36,37,0,36
1,23,1,6,39,0,6
6,48,2,6,40,0,6
7,16,2,6,36,0,6
1,48,2,22,39,0,22
7,17,2,22,37,0,22
7,41,2,47,44,0,47
1,41,1,47,43,0,47
1,15,1,47,35,0,47
-1,2,1,47,-1,0,47
-1,3,1,47,-1,0,47
-1,4,1,47,-1,0,47
-1,5,1,47,-1,0,47
-1,6,1,47,-1,0,47
5,68,2,47,39,0,47
1,57,1,48,44,0,48
1,58,2,48,44,0,48
1,32,1,33,43,0,33
5,85,1,33,40,0,33
5,85,2,33,41,0,33
1,32,1,6,42,0,6
1,33,2,6,43,0,6
5,75,2,12,43,0,12
5,79,1,12,43,0,12
5,69,2,12,39,0,12
5,70,1,12,39,0,12
1,63,1,23,39,0,23
1,64,1,20,43,0,20
5,75,2,49,42,0,49
1,36,1,25,39,0,25
1,51,1,6,40,0,6
1,45,2,6,43,0,6
7,62,1,6,36,0,6
4,62,2,6,36,0,6
1,55,1,36,33,11,36
7,58,2,50,43,0,50
4,58,1,50,43,0,50
1,19,1,24,40,0,24
4,21,1,24,40,0,24
1,54,2,24,41,0,24
1,57,1,24,42,0,24
-1,14,2,24,-1,0,24
2,80,1,39,39,0,39
1,54,1,25,44,0,25
1,54,2,25,43,0,25
1,43,2,42,42,0,42
7,40,1,42,39,0,42
1,22,1,42,40,0,42
7,19,1,42,39,0,42
7,17,1,42,36,0,42
-1,13,1,42,-1,0,42
-1,9,2,42,-1,0,42
-1,34,1,33,43,0,33
1,27,2,33,44,0,33
5,71,1,17,39,0,17
5,70,2,17,39,0,17
1,46,1,20,44,0,20
1,62,2,20,40,41,20
5,79,1,10,40,0,10
5,78,2,10,39,0,10
7,19,1,51,39,0,51
6,80,2,32,39,0,32
1,36,1,42,45,0,42
1,36,2,42,45,0,42
-1,5,1,42,-1,0,42
-1,2,1,42,-1,0,42
1,44,2,4,40,0,4
1,50,1,4,39,0,4
1,19,2,4,40,0,4
-1,11,1,4,-1,0,4
-1,10,1,4,-1,0,4
-1,8,2,4,-1,0,4
5,71,1,34,44,0,34
1,61,2,54,39,0,54
7,33,1,54,39,0,54
5,70,2,25,41,0,25
5,76,1,15,32,0,15
5,75,2,15,36,0,15
6,79,2,47,33,0,47
5,64,2,48,38,21,48
1,68,2,39,40,0,39
5,67,1,39,39,0,39
7,15,2,39,34,0,39
5,78,2,20,40,0,20
5,85,1,13,39,0,13
5,71,1,40,44,0,40
5,60,2,40,43,0,40
5,85,1,16,40,0,16
1,70,2,6,43,0,6
1,42,1,36,39,0,36
-1,4,2,36,-1,0,36
1,56,1,36,39,0,36
7,66,2,36,39,0,36
1,67,1,36,39,0,36
1,36,1,1,42,0,1
1,30,2,1,39,0,1
-1,6,2,1,-1,0,1
1,40,1,41,44,0,41
5,74,1,19,43,0,19
5,77,2,19,43,0,19
-1,44,1,2,42,0,2
4,43,2,2,42,0,2
7,19,2,2,40,0,2
1,64,2,30,39,0,30
5,65,1,30,39,0,30
1,33,1,30,39,0,30
1,38,1,10,46,0,10
1,38,2,10,46,0,10
-1,8,2,10,-1,0,10
-1,6,1,10,-1,0,10
5,80,2,10,39,0,10
1,28,2,10,42,0,10
1,35,1,10,39,0,10
-1,14,2,10,-1,0,10
-1,6,2,10,-1,0,10
-1,6,2,10,-1,0,10
1,51,2,34,44,0,34
-1,11,2,34,-1,0,34
-1,13,2,34,-1,0,34
-1,14,2,34,-1,0,34
1,26,2,5,43,0,5
1,47,1,5,43,0,5
1,39,2,5,41,0,5
1,21,2,5,39,0,5
-1,13,2,5,-1,0,5
1,66,2,5,39,0,5
5,80,1,26,39,0,26
5,71,2,26,39,0,26
5,74,2,30,41,0,30
1,75,1,30,44,0,30
5,76,1,50,39,0,50
5,58,2,50,40,0,50
1,50,1,30,41,0,30
1,49,2,30,44,0,30
-1,10,1,30,-1,0,30
-1,10,1,30,-1,0,30
5,79,1,20,46,0,20
5,77,2,20,43,0,20
1,67,2,10,44,0,10
1,67,1,10,39,0,10
5,77,1,10,42,0,10
6,62,1,48,39,0,48
5,80,1,21,39,0,21
5,80,2,21,40,0,21
5,67,1,39,39,0,39
1,72,1,39,39,0,39
5,85,2,30,40,0,30
5,80,1,54,40,0,54
5,79,2,54,44,0,54
5,71,2,26,44,0,26
6,39,2,6,39,0,6
1,43,1,11,44,0,11
4,43,1,11,43,0,11
5,80,2,2,35,0,2
1,66,2,12,43,0,12
7,20,1,12,40,0,12
1,55,2,12,42,0,12
7,16,2,12,37,0,12
1,50,2,12,44,0,12
-1,14,1,12,-1,0,12
5,80,2,1,39,0,1
5,80,1,1,44,0,1
2,32,1,42,45,0,42
1,32,2,42,44,0,42
-1,3,2,42,-1,0,42
-1,1,2,42,-1,0,42
1,24,1,41,41,0,41
1,39,1,13,43,0,13
7,52,2,13,43,0,13
1,54,1,13,43,0,13
7,15,1,13,36,0,13
5,80,2,23,43,0,23
4,49,1,53,43,0,53
-1,13,2,53,-1,0,53
7,17,2,53,36,0,53
6,48,2,53,43,0,53
1,43,2,53,45,0,53
1,45,1,53,45,0,53
-1,8,1,53,-1,0,53
-1,5,2,53,-1,0,53
1,34,1,4,43,0,4
1,32,2,4,39,0,4
5,80,1,4,39,0,4
1,49,1,4,43,0,4
2,47,2,4,42,0,4
1,35,2,44,43,0,44
1,37,1,44,42,0,44
5,69,2,54,40,0,54
5,75,1,54,40,0,54
4,28,1,15,43,0,15
1,26,2,15,43,0,15
1,54,2,25,39,0,25
1,31,1,25,43,0,25
1,66,2,35,43,0,35
1,69,1,35,43,0,35
7,76,1,6,46,0,6
1,64,2,6,43,0,6
5,69,2,6,40,0,6
2,69,1,6,39,0,6
1,49,1,6,39,0,6
1,29,2,6,39,0,6
1,24,1,6,39,0,6
-1,13,2,6,-1,0,6
1,48,2,6,39,0,6
1,37,2,16,43,0,16
6,80,2,26,39,0,26
6,85,1,26,39,0,26
7,62,1,26,39,0,26
1,59,1,26,39,0,26
1,51,2,36,39,0,36
7,22,2,36,39,0,36
-1,2,1,36,-1,0,36
-1,6,1,36,-1,0,36
1,42,1,36,44,0,36
7,33,2,36,43,0,36
-1,1,1,36,-1,0,36
-1,2,2,36,-1,0,36
-1,3,1,36,-1,0,36
7,71,2,36,34,11,36
1,70,1,36,33,11,36
7,45,1,36,36,0,36
7,16,2,36,37,0,36
5,70,1,36,39,0,36
5,66,2,36,39,0,36
1,61,1,37,43,0,37
1,44,2,37,37,0,37
6,58,1,37,39,0,37
1,58,2,48,43,0,48
1,50,1,48,41,0,48
1,41,1,41,40,0,41
1,43,2,41,40,0,41
7,16,2,41,37,0,41
-1,8,2,41,-1,0,41
-1,9,1,41,-1,0,41
5,68,1,49,39,0,49
5,67,2,49,40,0,49
5,72,2,39,37,0,39
5,72,2,39,37,0,39
1,56,1,39,37,0,39
1,54,2,15,39,0,15
1,34,1,15,39,0,15
1,33,2,15,43,0,15
1,67,1,27,39,0,27
5,67,2,27,39,0,27
1,39,1,10,44,0,10
2,37,2,10,44,0,10
-1,6,2,10,-1,0,10
-1,4,2,10,-1,0,10
-1,0,1,10,-1,0,10
1,75,1,32,40,0,32
1,62,2,32,40,0,32
1,55,1,31,43,0,31
1,46,2,31,44,0,31
2,18,1,31,39,0,31
5,74,2,12,42,0,12
5,74,1,12,39,0,12
5,85,2,2,40,0,2
5,63,1,28,42,0,28
1,57,2,28,40,0,28
5,85,1,13,43,0,13
1,70,2,13,40,0,13
1,26,1,28,39,0,28
1,58,1,28,35,0,28
1,41,2,18,43,0,18
-1,8,2,18,-1,0,18
-1,10,2,18,-1,0,18
5,65,2,55,41,0,55
1,63,1,55,45,0,55
6,55,1,19,46,0,19
1,33,2,48,39,0,48
4,50,2,47,39,0,47
1,53,1,47,40,0,47
5,80,2,41,40,0,41
6,44,1,22,36,0,22
1,62,1,18,41,0,18
1,56,1,20,41,0,20
1,28,1,31,44,0,31
7,28,2,31,40,0,31
-1,1,2,31,-1,0,31
1,53,2,45,41,0,45
1,48,1,45,40,0,45
7,18,1,45,39,0,45
1,58,1,20,31,0,20
1,50,2,20,40,0,20
1,52,2,20,40,0,20
7,18,1,20,39,0,20
-1,11,2,20,-1,0,20
-1,9,2,20,-1,0,20
-1,6,1,20,-1,0,20
1,60,1,11,40,0,11
1,55,2,45,43,0,45
1,47,1,45,42,0,45
1,65,1,39,39,0,39
1,63,2,39,39,0,39
5,47,2,45,43,0,45
1,60,2,10,39,0,10
6,64,1,10,39,0,10
5,79,2,10,42,0,10
1,38,2,10,43,0,10
4,38,2,10,43,0,10
1,30,1,10,39,0,10
-1,6,2,10,-1,0,10
-1,3,1,10,-1,0,10
5,67,2,10,39,0,10
1,60,1,32,39,0,32
1,48,2,32,39,0,32
-1,13,1,32,-1,0,32
7,32,2,1,39,0,1
-1,12,1,1,-1,0,1
1,56,2,1,43,0,1
1,67,2,1,42,0,1
5,77,1,35,43,0,35
5,75,2,35,44,0,35
1,42,1,21,40,0,21
-1,8,1,21,-1,0,21
1,49,2,36,40,21,36
1,36,1,36,39,21,36
-1,12,1,36,-1,21,36
-1,5,2,36,-1,21,36
1,63,1,47,43,0,47
7,62,2,47,43,0,47
7,54,2,47,40,0,47
1,71,1,47,40,0,47
6,16,2,47,35,0,47
-1,9,2,47,-1,0,47
5,80,1,39,39,0,39
2,41,1,17,39,0,17
1,42,2,17,43,0,17
1,47,2,25,44,0,25
1,47,1,25,44,0,25
4,18,2,25,37,0,25
7,15,2,25,35,0,25
7,20,1,25,40,0,25
1,49,1,48,40,0,48
1,46,2,48,39,0,48
-1,12,1,48,-1,0,48
1,24,2,48,39,0,48
1,23,2,27,40,0,27
1,38,1,17,46,0,17
4,34,2,17,43,0,17
-1,7,2,17,-1,0,17
1,31,1,51,42,0,51
1,29,2,51,40,0,51
-1,1,1,51,-1,0,51
5,53,1,1,39,0,1
5,69,2,1,39,0,1
5,85,1,40,45,0,40
4,29,1,30,41,0,30
7,26,2,30,40,0,30
-1,2,1,30,-1,0,30
5,77,2,30,45,0,30
1,35,2,30,42,0,30
-1,14,1,30,-1,0,30
1,64,2,30,39,0,30
1,38,2,50,39,0,50
7,16,2,50,35,0,50
-1,14,2,50,-1,0,50
-1,7,1,50,-1,0,50
1,32,1,21,36,0,21
1,21,2,31,40,0,31
1,50,1,22,39,0,22
2,19,2,22,37,0,22
5,70,2,12,38,0,12
5,68,1,12,38,0,12
5,63,2,12,43,0,12
5,76,1,42,44,0,42
1,38,1,42,43,0,42
7,35,2,42,39,0,42
-1,12,1,42,-1,0,42
-1,11,1,42,-1,0,42
-1,9,1,42,-1,0,42
6,51,2,33,44,0,33
1,51,2,54,39,0,54
5,52,2,54,44,0,54
5,49,1,54,40,0,54
7,15,1,54,35,0,54
5,69,2,54,44,0,54
1,26,1,25,44,0,25
1,27,2,25,44,0,25
3,56,1,25,33,0,25
3,44,1,25,33,0,25
3,31,1,25,33,0,25
1,52,2,6,39,21,6
1,53,1,6,33,21,6
7,26,2,6,40,21,6
7,21,2,6,40,21,6
7,40,2,6,37,21,6
-1,9,2,6,-1,21,6
7,17,1,6,37,21,6
-1,4,1,6,-1,21,6
1,33,1,6,39,21,6
5,85,1,6,43,0,6
5,78,2,6,43,0,6
1,53,1,6,35,21,6
1,16,1,6,36,21,6
5,85,2,42,41,0,42
5,78,2,26,44,0,26
5,80,1,26,46,0,26
5,80,2,36,39,0,36
1,68,2,36,39,0,36
6,61,1,36,39,0,36
1,27,2,48,43,0,48
1,26,1,48,43,0,48
5,74,2,48,39,0,48
1,36,2,49,40,0,49
1,34,1,2,41,0,2
1,37,1,2,42,0,2
1,43,2,2,39,0,2
-1,11,2,2,-1,0,2
5,80,1,32,39,0,32
5,68,2,32,40,0,32
5,73,1,42,40,0,42
1,52,1,22,44,0,22
5,76,1,12,43,0,12
5,72,2,12,43,0,12
1,47,2,12,39,0,12
7,18,1,12,40,0,12
7,16,1,12,34,0,12
1,21,1,12,39,0,12
1,47,1,12,46,0,12
7,15,1,12,34,0,12
7,16,1,12,34,0,12
1,30,1,12,40,0,12
7,34,2,12,41,0,12
7,58,2,12,41,0,12
2,30,2,2,46,0,2
1,40,2,2,41,0,2
5,80,2,2,32,21,2
6,56,1,2,34,21,2
1,53,1,42,44,0,42
1,43,2,32,39,0,32
1,73,1,32,40,0,32
-1,4,1,32,-1,0,32
1,46,2,32,42,0,32
5,78,2,32,40,0,32
1,27,2,32,39,43,32
1,28,1,32,39,43,32
-1,3,2,32,-1,43,32
1,25,1,32,39,0,32
7,35,2,32,39,11,32
5,68,2,42,39,0,42
6,50,1,32,45,11,32
1,49,2,32,43,0,32
7,15,2,32,37,0,32
1,66,2,42,39,0,42
5,61,1,30,44,0,30
1,57,2,30,44,0,30
5,85,2,40,39,0,40
6,53,1,10,40,0,10
1,55,1,30,43,0,30
1,48,2,30,40,0,30
1,22,2,30,38,0,30
7,17,1,30,37,0,30
-1,14,1,30,-1,0,30
1,53,1,50,36,0,50
6,64,2,50,39,0,50
4,19,1,50,39,0,50
5,80,2,31,39,0,31
5,71,1,2,40,0,2
5,68,2,2,39,0,2
1,47,1,2,40,0,2
1,24,1,2,43,0,2
5,66,2,12,43,0,12
5,68,1,12,39,0,12
5,73,2,12,39,0,12
1,57,1,32,42,0,32
5,66,2,42,39,0,42
5,69,1,42,39,0,42
1,60,1,42,34,0,42
7,58,2,42,34,0,42
1,31,2,42,39,0,42
1,20,1,42,35,0,42
1,48,2,13,44,0,13
7,19,2,13,39,0,13
7,19,1,13,39,0,13
5,69,1,13,40,0,13
1,44,1,53,43,0,53
1,41,2,53,39,0,53
-1,5,1,53,-1,0,53
-1,3,1,53,-1,0,53
1,57,1,53,40,0,53
1,57,2,53,40,0,53
7,20,1,53,40,0,53
5,77,2,53,39,0,53
4,36,2,53,43,0,53
1,60,2,4,39,0,4
1,25,2,4,39,0,4
6,73,1,4,39,0,4
1,63,1,44,46,0,44
1,59,2,44,46,0,44
6,45,1,54,39,0,54
5,64,2,35,39,0,35
7,20,1,35,40,0,35
7,36,2,6,41,0,6
1,33,1,6,39,0,6
-1,4,1,6,-1,0,6
-1,3,2,6,-1,0,6
5,73,2,6,43,0,6
1,34,2,6,44,21,6
7,34,1,6,39,21,6
-1,4,2,6,-1,21,6
6,52,1,6,39,0,6
1,21,1,6,39,0,6
-1,10,2,6,-1,0,6
7,49,2,6,39,0,6
