PEMLR,PRTAGE,PESEX,STATE,PEEDUCA,PXRACE1,state
5,75,2,41,40,0,41
5,74,2,41,43,0,41
5,70,2,48,42,11,48
1,61,2,48,42,0,48
1,44,2,48,39,0,48
6,41,1,48,36,0,48
5,61,1,12,43,0,12
1,48,1,49,44,0,49
1,48,2,49,43,0,49
1,23,1,49,40,0,49
7,18,1,49,40,0,49
1,54,2,36,43,0,36
1,41,2,23,39,0,23
1,46,1,23,40,0,23
1,66,1,30,44,0,30
5,68,2,30,43,0,30
1,56,1,1,43,0,1
1,54,2,1,44,0,1
6,21,1,1,39,0,1
7,17,2,1,37,0,1
5,80,2,1,39,0,1
5,76,1,16,40,0,16
1,40,2,42,39,0,42
1,45,1,42,42,0,42
-1,5,1,42,-1,0,42
-1,3,1,42,-1,0,42
-1,1,1,42,-1,0,42
1,55,2,26,44,0,26
1,28,2,1,40,0,1
1,49,2,1,39,0,1
1,48,1,1,39,0,1
1,25,1,1,40,0,1
-1,6,1,1,-1,0,1
5,85,2,17,43,0,17
5,71,2,48,43,0,48
5,76,2,42,45,0,42
-1,21,1,51,39,0,51
1,21,2,51,43,0,51
7,38,2,12,39,0,12
1,39,1,12,39,0,12
7,19,2,12,40,0,12
7,17,2,12,38,0,12
7,15,1,12,35,0,12
-1,14,1,12,-1,0,12
-1,12,1,12,-1,0,12
-1,6,2,12,-1,0,12
-1,1,2,12,-1,0,12
1,41,2,33,44,0,33
-1,11,1,33,-1,0,33
5,85,1,33,39,0,33
5,77,2,33,38,0,33
1,45,1,47,44,0,47
1,45,2,47,45,0,47
-1,5,2,47,-1,0,47
5,80,2,21,40,0,21
5,71,2,2,39,0,2
1,47,1,2,39,0,2
1,49,2,2,43,0,2
-1,37,1,2,40,0,2
7,36,2,2,39,0,2
-1,13,2,2,-1,0,2
-1,11,2,2,-1,0,2
-1,8,1,2,-1,0,2
7,21,1,35,40,0,35
2,62,2,15,39,0,15
5,66,2,15,39,0,15
1,66,1,46,43,0,46
1,64,2,46,43,0,46
1,71,2,29,40,0,29
5,63,1,10,35,0,10
1,45,2,10,37,0,10
1,25,1,10,39,0,10
4,23,2,10,39,0,10
1,66,2,10,43,0,10
1,65,1,10,44,0,10
5,64,2,10,43,0,10
1,31,1,10,43,0,10
1,25,2,44,44,0,44
1,25,2,44,44,0,44
1,22,1,20,40,0,20
7,24,1,20,40,0,20
5,85,2,6,39,0,6
-1,59,1,47,43,0,47
1,57,2,47,44,0,47
5,73,2,51,43,0,51
7,55,2,47,40,0,47
7,34,1,47,39,0,47
1,29,2,47,39,0,47
1,30,1,47,40,0,47
5,85,2,47,39,0,47
1,62,1,31,40,0,31
1,62,2,31,39,0,31
1,28,1,37,39,0,37
5,54,1,37,39,0,37
1,22,1,37,39,0,37
7,21,2,37,40,0,37
-1,8,2,37,-1,0,37
6,50,2,37,39,0,37
5,80,1,47,39,0,47
5,77,2,47,39,0,47
1,30,2,48,39,0,48
1,40,1,36,43,0,36
7,35,2,36,44,0,36
-1,4,1,36,-1,0,36
1,38,2,28,40,0,28
7,16,1,28,37,0,28
-1,11,1,28,-1,0,28
-1,9,2,28,-1,0,28
1,74,1,36,43,0,36
1,68,2,36,44,0,36
5,80,1,28,40,0,28
5,80,2,28,39,0,28
1,34,2,51,40,0,51
-1,5,1,51,-1,0,51
-1,10,2,51,-1,0,51
1,57,2,37,43,0,37
5,67,1,37,43,0,37
5,71,2,42,39,0,42
5,72,1,42,39,0,42
5,64,1,28,39,0,28
5,62,2,28,44,0,28
1,26,2,2,39,0,2
-1,3,2,2,-1,0,2
1,35,2,49,42,0,49
6,67,2,38,40,0,38
7,68,1,26,43,0,26
7,67,2,26,42,0,26
5,79,2,41,39,0,41
5,85,1,41,39,0,41
5,73,2,48,43,0,48
6,79,2,48,40,0,48
5,85,1,18,39,0,18
5,75,2,18,39,0,18
1,30,1,12,39,0,12
1,39,2,12,43,0,12
1,45,1,13,44,0,13
1,42,2,13,44,0,13
-1,9,1,13,-1,0,13
-1,13,2,13,-1,0,13
7,34,1,19,44,0,19
1,38,2,19,44,0,19
-1,1,2,19,-1,0,19
1,65,2,17,39,0,17
1,58,2,17,39,0,17
5,40,1,17,40,0,17
1,40,2,17,40,0,17
7,18,1,17,39,0,17
-1,13,1,17,-1,0,17
6,51,1,13,39,0,13
1,49,2,13,44,0,13
1,63,1,16,40,0,16
1,18,1,16,39,0,16
1,59,1,16,44,0,16
1,40,2,18,42,0,18
1,42,1,18,39,0,18
-1,14,1,18,-1,0,18
-1,12,1,18,-1,0,18
7,50,2,16,43,0,16
1,20,1,16,39,0,16
1,51,1,16,35,0,16
1,31,1,18,39,0,18
1,35,1,18,40,0,18
1,35,1,18,39,0,18
5,79,1,12,44,0,12
5,80,2,16,40,0,16
1,45,1,18,39,0,18
1,24,1,18,39,0,18
1,62,1,19,39,0,19
1,58,2,19,41,0,19
1,62,2,15,43,0,15
2,63,1,15,40,0,15
6,31,2,15,41,0,15
-1,6,2,15,-1,0,15
1,30,1,15,41,0,15
7,64,1,12,37,0,12
1,61,2,17,40,0,17
6,64,2,17,41,0,17
1,34,2,17,43,0,17
1,28,1,17,43,0,17
7,43,1,16,43,0,16
7,49,2,16,43,0,16
5,65,1,19,41,0,19
5,80,2,16,39,0,16
5,80,1,12,39,0,12
5,76,2,12,39,0,12
5,70,2,16,40,0,16
1,36,1,19,43,0,19
7,34,2,19,43,0,19
-1,0,2,19,-1,0,19
5,74,1,13,40,0,13
5,75,2,13,43,0,13
5,73,2,12,44,0,12
1,43,1,10,44,0,10
1,40,2,10,43,0,10
-1,12,2,10,-1,0,10
-1,10,2,10,-1,0,10
-1,8,2,10,-1,0,10
1,49,2,15,39,0,15
-1,13,2,15,-1,0,15
-1,11,2,15,-1,0,15
7,23,2,18,43,0,18
1,24,1,18,43,0,18
5,67,2,13,42,0,13
5,68,1,13,39,0,13
1,63,2,16,39,0,16
1,32,1,19,39,0,19
6,34,2,19,39,0,19
-1,1,1,19,-1,0,19
5,80,2,16,46,0,16
5,64,1,18,39,0,18
7,68,2,18,39,0,18
1,60,1,18,39,0,18
6,29,2,18,39,0,18
4,28,2,18,39,0,18
-1,13,1,18,-1,0,18
-1,0,1,18,-1,0,18
5,55,2,17,40,0,17
1,57,1,17,42,0,17
1,23,1,17,39,0,17
4,36,1,17,43,0,17
1,35,1,17,43,0,17
1,37,2,17,43,0,17
1,55,1,19,40,0,19
1,27,1,19,39,0,19
6,28,1,19,39,0,19
1,51,2,13,45,0,13
1,45,1,13,39,0,13
5,65,2,12,39,0,12
5,67,1,12,39,0,12
1,62,2,19,43,0,19
1,67,1,19,46,0,19
1,52,1,13,43,0,13
6,54,2,13,41,0,13
5,85,2,10,40,0,10
1,58,2,10,42,0,10
1,28,2,10,44,0,10
1,45,1,19,40,0,19
1,25,1,16,40,0,16
1,53,2,16,40,0,16
1,56,1,16,39,0,16
1,43,1,17,39,0,17
1,64,1,19,39,0,19
1,61,2,19,40,0,19
1,35,1,19,40,0,19
1,28,1,19,40,0,19
1,33,2,19,36,0,19
1,23,1,19,39,0,19
-1,11,2,19,-1,0,19
7,15,2,19,34,0,19
5,74,2,29,40,0,29
1,43,1,29,40,0,29
1,41,2,29,43,0,29
-1,2,2,29,-1,0,29
-1,3,2,29,-1,0,29
-1,4,2,29,-1,0,29
5,71,1,10,44,0,10
5,66,2,10,44,0,10
1,33,2,20,44,0,20
1,34,1,20,44,0,20
-1,8,1,20,-1,0,20
-1,5,2,20,-1,0,20
1,27,2,20,42,0,20
4,22,2,20,42,0,20
7,21,2,20,42,0,20
5,85,2,20,39,0,20
5,80,2,20,39,0,20
1,43,2,20,40,0,20
-1,14,1,20,-1,0,20
1,18,2,20,40,0,20
5,63,2,20,40,0,20
1,31,2,20,43,0,20
1,34,1,20,43,0,20
-1,5,1,20,-1,0,20
-1,4,2,20,-1,0,20
1,56,2,30,43,0,30
5,57,1,30,41,0,30
1,25,1,30,43,0,30
1,29,2,30,39,0,30
1,36,1,30,41,0,30
-1,6,1,30,-1,0,30
-1,6,1,30,-1,0,30
-1,1,2,30,-1,0,30
5,71,2,30,43,0,30
5,77,1,30,42,0,30
1,54,1,30,40,0,30
5,72,1,30,43,0,30
5,72,2,30,43,0,30
1,44,1,30,39,0,30
1,55,2,30,41,0,30
5,77,1,40,40,0,40
6,34,1,40,37,0,40
1,62,1,40,44,0,40
5,64,2,40,40,0,40
1,49,1,40,39,0,40
7,47,2,40,42,0,40
7,21,1,40,42,0,40
7,19,2,40,37,0,40
7,17,1,40,36,0,40
1,41,1,40,40,0,40
1,72,2,40,39,0,40
5,77,1,40,39,0,40
6,52,1,40,39,0,40
1,43,1,40,39,0,40
5,76,1,40,42,0,40
5,69,2,40,39,0,40
1,59,2,40,43,0,40
5,78,1,40,39,0,40
5,77,2,40,37,0,40
7,56,2,40,39,0,40
1,24,2,40,43,0,40
1,25,1,40,43,0,40
1,21,1,50,39,0,50
5,76,2,50,44,0,50
5,66,2,50,43,0,50
5,71,1,50,45,0,50
5,74,1,49,44,0,49
5,74,2,49,40,0,49
1,58,2,6,39,0,6
1,50,1,6,39,0,6
7,28,1,6,39,0,6
6,25,2,6,39,0,6
7,47,1,16,43,0,16
5,43,2,16,39,0,16
5,74,1,12,44,0,12
1,35,1,1,39,0,1
1,34,2,1,44,0,1
-1,6,2,1,-1,0,1
7,32,2,1,44,0,1
1,34,1,1,40,0,1
-1,10,1,1,-1,0,1
-1,5,1,1,-1,0,1
-1,4,1,1,-1,0,1
3,37,1,1,39,0,1
1,51,2,1,40,0,1
1,70,1,1,40,0,1
1,53,2,1,39,0,1
5,68,1,1,41,0,1
7,17,1,1,36,0,1
7,39,2,1,39,0,1
7,36,2,1,41,0,1
-1,9,2,1,-1,0,1
1,18,1,1,37,0,1
1,21,2,1,39,23,1
5,76,2,1,44,0,1
5,78,1,1,43,0,1
4,50,2,1,39,0,1
4,47,2,1,39,0,1
1,52,2,1,43,0,1
1,19,2,1,39,0,1
1,30,1,1,43,0,1
1,29,2,1,43,0,1
-1,2,1,1,-1,0,1
1,33,1,1,39,0,1
7,31,2,1,39,0,1
-1,9,1,1,-1,0,1
-1,8,1,1,-1,0,1
-1,6,2,1,-1,0,1
-1,5,2,1,-1,0,1
1,29,1,1,39,0,1
7,27,2,1,39,0,1
-1,7,1,1,-1,0,1
-1,2,1,1,-1,0,1
-1,0,1,1,-1,0,1
5,73,1,1,44,0,1
1,35,1,21,44,0,21
1,36,2,21,44,0,21
-1,2,1,21,-1,0,21
-1,1,1,21,-1,0,21
1,51,1,21,41,0,21
1,50,2,21,41,0,21
5,76,2,21,39,0,21
5,71,1,21,43,0,21
5,73,2,21,39,0,21
1,30,2,21,40,0,21
1,33,1,21,43,0,21
1,44,2,31,40,0,31
1,30,1,31,42,0,31
1,30,2,31,39,0,31
-1,5,2,31,-1,0,31
5,54,2,31,39,0,31
1,63,2,31,41,0,31
1,62,1,41,41,0,41
1,31,2,41,39,0,41
-1,11,2,41,-1,0,41
-1,9,1,41,-1,0,41
-1,5,2,41,-1,0,41
4,52,1,41,40,0,41
1,50,2,41,40,0,41
7,18,2,41,37,0,41
5,69,1,41,39,0,41
1,36,2,41,39,0,41
-1,8,1,41,-1,0,41
5,71,1,41,39,0,41
1,50,2,41,39,0,41
5,65,2,41,43,0,41
5,67,1,41,46,0,41
1,54,2,51,39,0,51
1,54,1,51,33,0,51
1,20,2,51,39,0,51
1,65,2,51,43,0,51
7,16,2,51,36,0,51
1,48,1,51,39,0,51
5,59,1,51,44,0,51
5,58,2,51,40,0,51
1,80,1,51,44,0,51
1,80,2,51,44,0,51
7,15,1,51,35,0,51
7,15,1,51,35,0,51
5,76,2,51,40,0,51
1,28,1,51,39,0,51
7,27,2,51,39,0,51
-1,4,1,51,-1,0,51
-1,2,2,51,-1,0,51
1,24,1,51,40,0,51
5,70,1,51,42,0,51
1,59,2,51,44,0,51
1,42,2,51,43,0,51
1,44,1,51,40,0,51
1,23,1,51,42,0,51
7,16,1,51,36,0,51
1,58,2,12,39,0,12
1,58,1,12,39,0,12
1,34,2,2,44,0,2
-1,39,1,2,44,0,2
7,52,2,2,41,0,2
-1,8,1,2,-1,0,2
-1,5,1,2,-1,0,2
-1,4,2,2,-1,0,2
1,50,1,2,40,0,2
1,39,2,2,42,0,2
7,19,2,2,36,0,2
-1,10,1,2,-1,0,2
1,57,2,2,40,0,2
1,52,2,12,39,0,12
1,19,2,12,40,0,12
1,52,1,12,39,0,12
1,51,1,12,43,0,12
2,47,2,12,40,0,12
1,20,1,12,40,0,12
1,17,1,12,36,0,12
7,15,2,12,34,0,12
-1,7,1,12,-1,0,12
-1,6,2,12,-1,0,12
-1,3,1,12,-1,0,12
-1,1,2,12,-1,0,12
5,80,1,12,46,0,12
5,80,2,12,44,0,12
6,67,1,12,41,0,12
1,41,1,12,41,0,12
1,72,2,12,38,0,12
5,77,1,12,36,0,12
1,35,1,12,44,0,12
1,32,2,12,42,0,12
1,49,2,12,44,0,12
1,55,2,12,39,21,12
7,55,2,12,43,0,12
1,59,1,12,46,0,12
1,17,1,12,37,0,12
7,15,2,12,35,0,12
6,68,2,12,39,0,12
6,80,2,12,40,0,12
5,74,1,22,39,0,22
5,72,2,22,39,0,22
1,44,1,22,41,0,22
1,46,2,22,40,0,22
1,20,1,22,39,0,22
7,17,1,22,36,0,22
6,85,2,22,39,0,22
1,61,2,22,39,0,22
1,64,1,22,39,0,22
1,38,1,22,39,0,22
6,40,1,22,39,0,22
7,45,2,22,44,0,22
1,44,1,22,43,0,22
-1,14,2,22,-1,0,22
1,54,2,22,44,0,22
1,56,1,22,39,0,22
1,39,2,22,39,0,22
7,17,1,22,38,0,22
-1,13,1,22,-1,0,22
1,51,1,22,44,0,22
7,25,1,22,43,0,22
1,30,2,22,40,0,22
7,15,2,22,36,0,22
-1,9,1,22,-1,0,22
-1,3,2,22,-1,0,22
5,78,1,32,44,0,32
5,77,2,32,44,0,32
5,73,1,32,39,0,32
5,72,2,32,39,0,32
1,45,1,32,36,23,32
1,35,2,32,36,23,32
1,22,1,32,36,23,32
-1,9,1,32,-1,23,32
-1,8,1,32,-1,23,32
5,85,1,42,39,0,42
5,80,2,42,39,0,42
1,64,1,42,44,0,42
1,64,2,42,43,0,42
1,36,2,42,41,0,42
1,47,2,42,43,0,42
5,85,2,42,42,0,42
1,65,1,42,39,0,42
1,46,2,42,39,0,42
6,44,1,42,39,0,42
6,22,1,42,39,0,42
4,20,1,42,39,0,42
7,18,1,42,37,0,42
6,51,1,42,34,0,42
6,50,2,42,39,0,42
1,24,1,42,39,0,42
1,23,1,42,39,0,42
-1,4,2,42,-1,0,42
1,62,2,42,43,0,42
1,32,1,42,41,0,42
1,40,2,42,45,0,42
2,48,1,42,38,0,42
7,19,1,42,39,0,42
7,17,2,42,36,0,42
-1,10,2,42,-1,0,42
5,80,1,42,46,0,42
2,80,2,42,46,0,42
5,72,1,42,43,0,42
5,76,2,42,39,0,42
1,24,2,11,44,0,11
1,36,1,13,44,0,13
7,36,2,13,41,0,13
-1,5,2,13,-1,0,13
-1,3,1,13,-1,0,13
5,80,1,13,35,0,13
5,85,2,13,41,0,13
5,77,1,13,39,0,13
7,61,2,13,39,0,13
5,73,2,13,39,0,13
1,48,2,13,40,0,13
1,71,2,13,40,0,13
5,66,1,13,40,0,13
5,65,2,13,40,0,13
1,77,2,13,39,0,13
1,75,1,13,42,0,13
1,56,2,13,39,0,13
1,68,2,13,43,0,13
1,70,1,13,39,0,13
1,31,2,13,39,0,13
1,32,1,13,39,0,13
-1,6,1,13,-1,0,13
-1,5,1,13,-1,0,13
5,67,1,13,42,0,13
5,67,2,13,41,0,13
7,34,2,13,36,0,13
7,16,1,13,35,0,13
-1,11,2,13,-1,0,13
-1,8,1,13,-1,0,13
1,45,1,23,39,0,23
1,16,2,23,35,0,23
1,45,1,23,44,0,23
1,54,2,23,43,0,23
1,64,1,23,43,0,23
4,26,1,33,44,0,33
1,28,2,33,43,0,33
1,57,2,33,41,0,33
1,27,1,33,42,0,33
1,29,2,33,41,0,33
1,35,1,33,39,0,33
5,78,2,53,41,0,53
5,70,1,53,40,0,53
7,33,2,53,43,0,53
1,46,2,53,44,0,53
7,18,1,53,37,0,53
7,16,1,53,36,0,53
7,15,2,53,34,0,53
-1,12,2,53,-1,0,53
1,39,1,53,40,0,53
1,41,1,53,39,0,53
5,75,2,53,39,0,53
5,69,2,53,39,0,53
1,42,1,53,41,0,53
7,15,2,53,35,0,53
1,33,2,53,43,0,53
1,30,1,53,44,0,53
-1,11,1,53,-1,0,53
-1,12,1,53,-1,0,53
5,67,2,4,39,0,4
1,62,2,4,39,0,4
5,69,2,4,43,0,4
5,76,1,4,43,0,4
5,70,2,4,33,0,4
5,75,2,4,32,0,4
5,78,1,4,43,0,4
5,64,1,24,43,0,24
1,61,2,24,43,0,24
5,73,2,24,43,0,24
5,75,1,24,44,0,24
1,61,1,34,39,0,34
1,55,2,34,44,0,34
7,24,1,34,44,0,34
1,23,2,34,43,0,34
1,23,2,34,43,0,34
7,20,2,34,40,0,34
7,20,2,34,40,0,34
7,19,1,34,40,0,34
5,85,2,34,39,0,34
1,50,1,34,44,0,34
1,46,2,34,44,0,34
1,22,2,34,43,0,34
1,20,2,34,39,0,34
7,16,2,34,36,0,34
-1,14,2,34,-1,0,34
-1,12,2,34,-1,0,34
-1,8,2,34,-1,0,34
7,43,2,34,40,0,34
1,52,1,34,39,0,34
7,21,1,34,40,0,34
7,20,2,34,40,0,34
1,17,1,34,37,0,34
7,15,1,34,34,0,34
1,38,2,34,43,0,34
1,44,1,34,44,11,34
-1,9,2,34,-1,11,34
-1,7,1,34,-1,11,34
7,56,2,34,43,0,34
7,57,1,34,44,0,34
7,27,2,34,39,0,34
1,28,1,34,43,0,34
-1,3,2,34,-1,0,34
-1,0,1,34,-1,0,34
1,47,1,34,44,0,34
1,42,2,34,44,0,34
7,19,1,34,37,0,34
7,16,2,34,36,0,34
6,42,2,44,37,0,44
6,37,1,44,37,0,44
5,78,2,54,40,0,54
1,47,2,54,42,0,54
1,43,1,54,39,0,54
5,80,2,54,41,0,54
5,69,1,54,39,0,54
6,53,2,54,39,0,54
5,68,2,54,42,0,54
5,67,1,54,44,0,54
7,45,2,54,43,0,54
5,80,1,54,39,0,54
-1,2,2,54,-1,0,54
6,18,1,54,36,0,54
7,23,1,54,39,0,54
7,20,1,54,37,0,54
7,21,2,54,39,0,54
7,31,2,16,40,0,16
1,32,1,16,42,0,16
-1,0,1,16,-1,0,16
-1,0,2,16,-1,0,16
1,23,1,5,39,0,5
1,65,1,5,42,0,5
1,33,1,5,40,0,5
1,33,2,5,43,0,5
-1,4,2,5,-1,0,5
1,60,2,5,41,0,5
1,25,2,5,39,0,5
1,56,1,5,44,0,5
1,59,2,5,44,0,5
1,61,2,5,39,0,5
5,85,2,5,39,0,5
6,68,2,5,39,0,5
1,55,2,5,41,0,5
1,56,1,5,40,0,5
6,64,1,5,41,0,5
6,65,2,5,39,0,5
1,46,1,5,35,0,5
1,46,2,5,41,0,5
5,85,1,5,39,0,5
1,58,2,5,43,0,5
1,60,1,5,43,0,5
1,64,2,5,40,0,5
5,85,2,15,41,0,15
5,69,1,15,39,0,15
5,73,1,15,41,0,15
5,85,2,15,39,0,15
1,41,2,25,46,0,25
1,38,2,25,39,0,25
-1,38,1,25,43,0,25
-1,12,1,25,-1,0,25
-1,13,1,25,-1,0,25
7,15,2,25,34,0,25
1,74,2,25,43,0,25
5,71,2,25,43,0,25
1,72,1,25,45,0,25
5,78,2,25,42,0,25
1,43,1,25,42,0,25
1,38,2,25,39,0,25
-1,7,2,25,-1,0,25
1,58,2,25,39,0,25
5,80,2,25,39,0,25
5,80,1,25,36,0,25
1,34,1,25,42,0,25
7,27,2,25,40,0,25
-1,1,2,25,-1,0,25
1,37,2,25,43,0,25
5,66,1,25,39,0,25
1,59,2,25,39,0,25
7,55,1,35,39,41,35
6,52,1,35,38,41,35
4,28,1,35,39,41,35
4,28,1,35,39,41,35
5,60,2,35,39,0,35
5,65,1,35,39,0,35
1,41,2,35,39,0,35
-1,2,1,35,-1,0,35
1,48,2,35,43,0,35
5,75,1,45,39,0,45
5,74,2,45,39,0,45
1,48,2,45,39,0,45
1,21,2,45,39,0,45
1,23,2,45,39,0,45
-1,3,2,45,-1,0,45
1,56,1,45,40,0,45
1,62,2,45,40,0,45
6,66,2,45,43,0,45
5,76,2,45,40,0,45
7,17,1,45,36,0,45
1,47,2,45,42,0,45
6,20,1,45,39,0,45
5,80,2,45,36,0,45
6,52,2,45,42,0,45
1,71,1,45,44,0,45
5,69,2,45,41,0,45
1,72,1,45,43,0,45
5,75,1,45,43,0,45
5,75,2,45,39,0,45
1,39,2,55,39,0,55
7,17,1,55,36,0,55
-1,14,2,55,-1,0,55
5,69,1,55,41,0,55
5,66,2,55,39,0,55
1,40,2,55,46,0,55
1,42,1,55,44,0,55
-1,7,2,55,-1,0,55
-1,3,2,55,-1,0,55
1,33,2,55,40,0,55
1,40,1,55,43,0,55
-1,3,1,55,-1,0,55
-1,1,1,55,-1,0,55
-1,7,1,55,-1,0,55
1,63,2,55,41,0,55
1,60,1,55,42,0,55
1,27,2,55,39,0,55
1,40,2,55,42,0,55
1,21,1,55,39,0,55
5,80,1,55,44,0,55
5,80,2,55,40,0,55
1,45,2,55,39,0,55
1,26,2,55,39,0,55
1,17,1,55,34,0,55
-1,9,1,55,-1,0,55
-1,5,2,55,-1,0,55
5,85,1,55,40,0,55
1,43,1,55,43,0,55
7,43,2,55,43,0,55
-1,11,2,55,-1,0,55
-1,9,1,55,-1,0,55
7,51,1,13,43,0,13
1,46,2,12,43,0,12
1,16,2,12,36,0,12
-1,14,1,12,-1,0,12
-1,10,1,12,-1,0,12
1,76,1,6,40,0,6
1,21,1,6,38,0,6
1,23,2,6,40,0,6
1,23,1,6,40,11,6
1,33,1,6,43,0,6
1,31,2,6,43,0,6
1,65,1,6,42,0,6
5,67,2,6,39,0,6
2,60,2,6,43,0,6
1,63,1,6,45,0,6
7,24,1,6,39,0,6
5,62,1,6,43,0,6
5,72,2,6,39,0,6
1,47,1,16,41,0,16
1,23,2,16,42,0,16
7,15,2,16,34,0,16
1,23,1,16,43,0,16
4,24,2,16,43,0,16
5,85,1,16,39,0,16
5,85,2,16,40,0,16
1,39,1,16,43,0,16
6,65,2,16,36,0,16
1,45,2,16,39,0,16
1,47,1,16,39,0,16
7,17,2,16,37,0,16
-1,13,1,16,-1,0,16
5,72,1,16,41,0,16
5,67,2,16,39,0,16
1,22,1,16,39,0,16
1,22,2,16,43,0,16
5,73,2,26,40,0,26
1,41,2,26,40,0,26
-1,8,2,26,-1,0,26
7,16,1,26,36,0,26
1,19,2,26,40,0,26
1,39,1,26,39,0,26
1,65,2,26,44,0,26
5,85,2,26,35,0,26
1,39,1,26,43,0,26
1,38,2,26,43,11,26
-1,2,2,26,-1,11,26
1,56,1,26,39,0,26
7,59,2,26,39,0,26
1,33,2,26,45,0,26
1,33,1,26,44,0,26
1,71,2,26,43,0,26
1,35,1,26,40,0,26
1,65,2,26,42,0,26
1,69,1,26,43,0,26
1,61,2,26,39,0,26
5,75,2,36,43,0,36
5,77,1,36,43,0,36
6,45,1,36,40,0,36
5,71,1,36,43,0,36
5,68,2,36,39,0,36
1,63,2,36,40,0,36
5,85,2,36,39,0,36
6,59,2,36,39,0,36
6,40,2,36,37,0,36
1,66,2,46,39,0,46
5,67,1,46,39,0,46
1,32,2,56,42,0,56
-1,7,1,56,-1,0,56
-1,8,1,56,-1,0,56
1,35,1,56,39,0,56
1,19,1,13,40,0,13
6,77,2,17,40,0,17
2,45,1,17,39,0,17
2,36,2,17,37,0,17
-1,7,2,17,-1,0,17
-1,8,2,17,-1,0,17
-1,9,2,17,-1,0,17
5,77,1,17,34,0,17
5,72,2,17,34,0,17
1,35,2,17,39,0,17
1,28,1,17,39,0,17
7,15,1,17,36,0,17
-1,12,2,17,-1,0,17
5,68,2,17,35,0,17
1,38,1,17,39,0,17
1,32,1,17,39,0,17
1,35,2,27,41,0,27
1,31,2,27,39,0,27
1,23,1,27,39,0,27
1,24,2,27,39,0,27
1,25,1,27,38,0,27
1,24,1,27,39,0,27
-1,3,1,27,-1,0,27
7,55,2,27,38,0,27
1,62,2,27,38,0,27
1,29,1,27,41,0,27
7,30,2,27,43,0,27
-1,6,1,27,-1,0,27
-1,3,2,27,-1,0,27
1,55,1,27,43,0,27
5,80,1,27,39,0,27
4,21,2,27,39,0,27
1,20,1,27,39,0,27
1,24,1,37,39,0,37
1,24,1,37,39,0,37
5,67,1,37,40,0,37
1,54,1,37,39,0,37
1,52,2,37,39,0,37
5,67,1,37,38,0,37
5,70,2,37,39,0,37
1,57,1,37,39,0,37
1,51,2,37,39,0,37
2,26,2,37,39,0,37
1,50,1,37,41,0,37
5,70,2,37,37,0,37
7,61,2,37,39,0,37
7,71,1,37,39,0,37
1,44,2,37,39,0,37
1,48,1,37,39,0,37
5,66,1,37,44,0,37
5,64,2,37,44,0,37
7,30,2,37,44,0,37
1,67,1,37,44,0,37
2,54,2,47,39,0,47
1,45,1,47,39,0,47
7,18,1,47,38,0,47
1,46,1,47,46,0,47
1,44,2,47,43,0,47
1,19,2,47,39,0,47
-1,12,1,47,-1,0,47
1,43,2,47,41,0,47
1,46,1,47,43,0,47
-1,14,2,47,-1,0,47
-1,9,1,47,-1,0,47
1,58,1,47,39,0,47
7,43,2,47,40,0,47
1,36,1,47,41,0,47
1,28,1,47,40,0,47
7,24,2,47,41,0,47
-1,6,1,47,-1,0,47
-1,2,1,47,-1,0,47
-1,0,2,47,-1,0,47
5,68,2,47,43,0,47
5,67,1,47,43,0,47
1,45,1,47,42,0,47
-1,14,1,47,-1,0,47
-1,1,1,47,-1,0,47
1,51,1,47,41,0,47
1,51,2,47,41,0,47
5,70,2,47,43,0,47
5,72,1,47,39,0,47
7,68,2,8,44,0,8
1,38,2,8,44,0,8
1,42,2,8,44,0,8
1,45,1,8,43,0,8
-1,14,2,8,-1,0,8
-1,10,1,8,-1,0,8
1,35,1,8,43,0,8
1,38,2,8,44,0,8
-1,4,2,8,-1,0,8
5,76,2,8,39,21,8
5,77,1,8,44,0,8
5,71,2,8,43,0,8
1,33,1,8,42,0,8
2,80,1,18,40,0,18
1,78,2,18,40,0,18
1,34,1,18,44,0,18
1,63,2,18,40,0,18
6,21,2,18,39,0,18
1,28,1,18,43,0,18
4,49,2,18,40,0,18
6,19,1,18,39,0,18
7,26,2,18,39,0,18
1,45,1,18,45,0,18
7,44,2,18,44,0,18
-1,13,1,18,-1,0,18
-1,13,1,18,-1,0,18
-1,11,1,18,-1,0,18
1,30,1,18,43,0,18
5,70,2,18,43,0,18
6,63,2,18,39,0,18
1,66,1,18,43,0,18
1,66,2,18,43,0,18
1,43,1,18,44,0,18
1,37,2,18,44,0,18
-1,14,1,18,-1,0,18
-1,10,2,18,-1,0,18
5,77,1,18,42,0,18
5,74,2,18,39,0,18
5,67,2,28,40,0,28
1,60,1,28,43,0,28
1,51,2,28,46,0,28
5,61,2,28,40,0,28
1,59,1,28,40,0,28
5,62,2,28,39,0,28
5,78,1,28,39,0,28
5,73,1,28,39,0,28
5,60,1,28,37,0,28
5,60,2,28,39,0,28
7,27,2,28,42,0,28
-1,7,1,28,-1,0,28
5,80,2,28,42,0,28
5,85,1,28,44,0,28
1,53,1,28,36,0,28
6,55,2,28,39,0,28
5,80,2,28,44,0,28
7,67,1,28,39,0,28
1,22,2,28,43,0,28
1,22,2,28,40,0,28
5,78,2,28,42,0,28
1,47,1,28,40,0,28
7,57,2,28,40,0,28
5,65,1,28,40,0,28
5,69,2,28,39,0,28
1,35,1,28,43,0,28
6,42,1,38,39,0,38
